!	1880
YO	22
YamagawaTsuke	2
Yes	47
Yomise	3
YouTube	4
Youareanasshole	2
Youknow	4
Yourmei	4
Youseeit	2
Z	14
ZIPPO	9
ZbigniewPreisner	4
Zebatinsky	2
Zenhabits	4
Zyzzyva	2
[	26
\	20
]	26
^	6
_	5
a	8
afterlongyear	2
airness	5
almendra	4
amcaracterul	2
anditdid	2
andyousaiditwouldrain	2
andyouwere	2
arkTwain	3
asshole	8
avisstuthio	2
b	2
baby	20
bagpipe	2
banker	14
basilico	4
bewitchedwater	5
biblioclast	2
boiledbeef	4
book	3
borders	9
boyishbob	4
bun	4
butbecauseIwantyou	4
butyoudidn	4
c	17
call	1
carboara	4
care	8
cepas	1
ch	3
classic	10
club	8
coco	7
coffeeshop	12
com	15
communication	1
cooing	6
cool	5
cream	4
d	12
da	2
dating	6
del	18
delta	1
des	2
dignity	7
dkillme	2
dleave	2
doctor	1
doll	4
domesticate	2
domus	2
drinkingclub	8
dsay	2
dururn	4
e	14
eachbad	14
earthmother	7
email	10
emotionallabour	6
essay	2
est	1
exudative	3
eye	2
f	2
fails	5
fattyintestine	4
fieldwork	10
flaneurs	4
fort	2
freshmanseminar	10
fu	6
gemtheropy	7
gentleman	2
gift	8
girl	3
goldenshower	5
google	1
gym	12
hairsplitting	7
halal	4
happen	2
hausfreunde	6
healing	7
hermitcrab	4
high	8
hold	12
holistic	7
holy	7
houri	10
hs	1
i	11
iDinero	8
iPad	1
iPhone	13
iPod	36
iSiempredinero	4
idealform	3
ila	2
imalism	8
irrigation	7
isperpendiculartotheblackboard	5
it	20
iyada	4
j	12
ji	6
k	10
kaku	2
l	38
l0	3
lawschool	5
lflshouldseethee	2
lover	1
lowski	4
lyada	4
mCallingFrom	4
mail	23
makelove	1
mc2	2
me	4
mean	4
meiriyiwen	3
melancholy	2
mfinallyawomanwithasecret	2
miaumiau	1
min	8
minicooper	6
mister	1
mp4	1
msn	9
msosorry	4
n	37
nang	3
nhk	3
no	21
noloepiscopari	2
norm	90
note	4
notebook	27
nottobe	1
noun	3
o	7
object	2
ocean	2
officehour	20
officelady	6
oisJullien	2
opera	3
opig	1
oral	20
ouroboros	4
oval	4
ovalofficial	4
paella	1
painintheass	4
pale	3
paninoconBollito	8
paninoconLampredotto	8
party	45
peoplemountainpeoplesea	4
ph	3
phd	3
poloAnise	4
pose	3
professor	1
project	1
projects	1
prune	6
pub	6
qq	12
rang	42
rat	3
recordingangel	10
religion	2
runa	8
s	6
sGuidetoFlorence	4
sHouse	2
sKitchen	8
sacontactsport	4
sazae	13
sbusinessisbusiness	2
securityguard	4
sernoina	4
sexappeal	3
sh	5
shit	7
shrimpfarming	3
soft	3
song	7
sorry	3
souffl	6
soundtrack	4
splendour	2
stock	4
stockoption	6
strouthion	2
superintendent	4
superstition	2
t	14
taureau	6
tener	11
tiffany	1
tiredofcleaningupforothers	4
tobe	1
tobeornottobe	2
tocleave	5
tsuboyaki	13
tuttelesalse	8
twist	7
twitch	7
undercarriage	2
unioncivil	1
verb	3
w	14
walkman	2
wecan	6
which	5
whippedcream	2
whoisJ	7
wicked	5
wife	3
wikipedia	4
with	6
withsilenceandtears	2
womanhater	5
x	7
x3	3
xiao	1
xx	32
xxxxxxxxxxxx	3
xxxxxxxxxxxxx	3
y	2
yes	33
youcan	6
zhi	2
zhou	1
~	171
·	3211
×	641
ç	2
è	12
é	19
ì	4
ā	21
ś	4
ū	1
ǎ	6
γ	6
π	6
л	1
х	2
–	21
—	38153
―	658
‘	3650
’	3795
‚	10
‛	10
“	151514
”	149320
„	5
‟	5
•	233
…	35319
※	18
∶	11
⋯	411
①	40
②	3
─	2316
━	12
┄	12
□	3
○	102
、	50923
。	614458
〇	66
〈	11
〉	11
《	7941
》	7945
「	30
」	30
『	4
』	4
〔	12
〕	12
オ	1
・	6
ー	1
一	14376
一一	403
一一列举	8
一一对	9
一一对应	3
一一记	8
一一道来	11
一丁点	32
一丁点儿	27
一七	13
一万	60
一万三千	1
一万个	26
一万二千	7
一万五千	11
一万五千元	5
一万元	6
一万八千	9
一万只	4
一万块	12
一万多	16
一万多元	6
一万多块	1
一万多年	4
一万年	21
一万斤	7
一万次	4
一万步	9
一丈	12
一上	28
一上午	47
一上台	7
一下	6998
一下一下	51
一下下	12
一下四周	12
一下头	87
一下子	1300
一下子全部	3
一下子打	3
一下子把	38
一下子站	28
一下手	80
一下眼	13
一下脸	24
一不做	5
一不小心	109
一不愿	4
一不留神	25
一不略	3
一丑	28
一世	128
一丘之貉	8
一业	2
一丛	29
一丛丛	8
一丝	844
一丝一毫	34
一丝不挂	29
一丝不苟	105
一丝丝	17
一两	66
一两万	8
一两下	10
一两个	239
一两二两	7
一两件	20
一两倍	1
一两分钟	25
一两千	10
一两千元	14
一两口	16
一两句	27
一两句话	14
一两只	22
一两回	3
一两场	4
一两声	28
一两天	95
一两家	4
一两寸	3
一两岁	1
一两年	64
一两张	11
一两手	2
一两日	3
一两本	2
一两株	3
一两样	16
一两根	5
一两次	71
一两步	4
一两片	4
一两百个	3
一两碗	9
一两秒	6
一两米	8
一两门	6
一两间	8
一两页	5
一两首	4
一个	65063
一个一个把	4
一个一岁	8
一个七八岁	2
一个七岁	26
一个三十	3
一个三十多岁	2
一个三十岁	9
一个三四岁	2
一个三岁	3
一个两岁	10
一个个	554
一个九岁	17
一个二十三岁	2
一个二十岁	2
一个五六岁	3
一个五十岁	44
一个五岁	21
一个亿	6
一个八九岁	8
一个八岁	9
一个六十	1
一个六十多岁	9
一个六岁	25
一个几亿	4
一个劲	11
一个劲儿	90
一个劲地	94
一个包	11
一个十七岁	20
一个十三四岁	8
一个十九岁	13
一个十二岁	2
一个十八九岁	9
一个十八岁	8
一个十六七岁	15
一个十六岁	3
一个十几岁	3
一个十多岁	12
一个十岁	15
一个千年	7
一个半	98
一个半月	9
一个双	9
一个名	17
一个响	7
一个四十	10
一个四十岁	2
一个四岁	13
一个团	7
一个圈	2
一个多	85
一个多元	3
一个多月	71
一个天	9
一个头	24
一个套	11
一个床	2
一个打	6
一个排	9
一个支	3
一个整	8
一个月	1007
一个样	78
一个桶	4
一个点	26
一个班	19
一个瓢	2
一个男孩	113
一个盆	3
一个碗	8
一个筐	1
一个箭步	17
一个系列	2
一个纸	20
一个终生	10
一个肚子	6
一个舒服	8
一个角	34
一个身	14
一个通	14
一个顶	21
一个鼻孔	3
一中	8
一串	338
一串串	104
一丸	7
一为	9
一举	74
一举一动	94
一举两得	8
一举手一	16
一久	4
一义	9
一乐	35
一乐切	6
一乐想	3
一九	6
一九一一	4
一九一九年	5
一九一六年	9
一九七	3
一九七一年	45
一九七七年	8
一九七三年	1
一九七九年	24
一九七二年	12
一九七八年	16
一九七六	4
一九七六年	12
一九七四年	9
一九七零年	9
一九三	17
一九三一年	17
一九三七年	2
一九三三年	3
一九三九年	2
一九三二年	6
一九三五年	7
一九三六年	7
一九九	24
一九九一年	7
一九九七年	5
一九九三年	11
一九九二年	15
一九九五年	5
一九九八年	6
一九九六年	6
一九二	37
一九二二年	9
一九二五年	5
一九二四年	1
一九五	2
一九五七年	45
一九五三年	6
一九五九年	2
一九五二年	53
一九五八年	3
一九五六年	9
一九五四年	6
一九五零年	2
一九八	12
一九八一年	7
一九八七年	21
一九八三年	4
一九八九年	25
一九八二年	11
一九八五年	17
一九八八年	8
一九八六年	2
一九八四年	8
一九六	4
一九六七年	12
一九六三年	7
一九六九年	33
一九六二年	10
一九六八年	4
一九六六	4
一九六六年	3
一九六四年	4
一九四	12
一九四七年	2
一九四三年	7
一九四九年	13
一九四二年	4
一九四五年	22
一九四八年	84
一九四六年	12
一九四四年	3
一书	47
一书中	11
一书坑	6
一乱	4
一了百了	26
一争	3
一事	88
一事不明	1
一事无成	89
一二	64
一二三	17
一二九	28
一二十	1
一二十天	7
一二十岁	10
一二十年	31
一二十米	7
一二千	13
一二句	2
一二年	8
一二次	16
一二片	7
一二百	8
一二百个	8
一二百元	5
一二里	2
一五一十	36
一些	7478
一些则	5
一些种	16
一交	10
一亩	17
一享	1
一亮	15
一亲	3
一人	687
一人付	3
一人令	2
一人份	6
一人住	9
一人分	5
一人守园	6
一人定	3
一人开	4
一人往	6
一人时	3
一人来	3
一人浮	6
一人独	1
一人要	15
一亿	4
一介	27
一介书生	1
一从	4
一仗	14
一付	22
一仙	11
一代	347
一代人	107
一代代	53
一以贯之	2
一们	6
一仰	67
一件	3421
一件件	37
一任	22
一份	1089
一伏	13
一休	4
一众	4
一伙	123
一伙人	14
一会	744
一会儿	3416
一会儿天	11
一传	3
一传十	6
一伦	3
一伸	28
一位	5170
一低	8
一住	38
一体	67
一体化	3
一作	1
一例	63
一供	4
一侧	219
一便士	6
一俗	11
一保	5
一俟	19
一修	10
一個	96
一倍	60
一倒	18
一倾	28
一倾积	3
一做	13
一停	25
一僵	5
一儿	9
一元	80
一兆	1
一光	1
一克	4
一克金	6
一党	2
一兜	13
一入	11
一八	77
一八九	31
一八九九	2
一八八五年	7
一六六	5
一共	337
一关	45
一具	167
一册	79
一再	267
一再嘱咐	3
一再强调	15
一再表示	3
一写	63
一冬	22
一冲	5
一冷	6
一准	42
一准儿	1
一减	10
一凛	4
一凡	8
一出	199
一出戏	23
一击	42
一刀	106
一刀两断	34
一刀切	10
一分	230
一分一毫	8
一分一秒	50
一分为二	6
一分之差	1
一分收获	1
一分耕耘	1
一分货	5
一分钟	334
一分钱	57
一切	7183
一切办法	9
一切正常	32
一切照旧	4
一切都在	64
一切都是	288
一切顺利	34
一划	3
一列	94
一则	171
一则以喜	5
一则以惧	5
一刚	3
一别	18
一刮	4
一到	434
一刹	7
一刹那	154
一刻	516
一刻一刻	1
一刻不停	44
一刻起	36
一刻里	7
一刻钟	57
一剂	18
一前一后	20
一剎	12
一剑	60
一副	1009
一副副	4
一劝	1
一加	35
一加仑	1
一动	254
一动不动	503
一动不如一静	7
一劳	3
一劳永逸	45
一勒	5
一勺	111
一包	287
一匙	21
一匝	2
一匣	5
一匹	224
一区	4
一十七	2
一十八	3
一千	66
一千一百	4
一千七百	11
一千万	8
一千两	7
一千两百	1
一千个	30
一千二百	4
一千二百万	3
一千五	5
一千五百元	18
一千亩	9
一千亿	1
一千件	18
一千元	32
一千八百	12
一千公里	3
一千六百	8
一千几百	14
一千只	3
一千名	2
一千块	19
一千多	17
一千多个	10
一千多家	3
一千多年	9
一千年	68
一千度	5
一千条	9
一千次	7
一千美元	2
一千遍	16
一千零一夜	8
一升	7
一半	925
一半一半	1
一半儿	10
一半则	5
一半左右	1
一半路	17
一卡	4
一卦	14
一卷	122
一压	9
一厚册	3
一厚叠	2
一厚本	10
一厚迭	3
一厢情愿	66
一去	87
一去不回	17
一去不复	2
一去不复返	56
一去不复返了	36
一去不返	35
一县	4
一双	964
一双双	35
一双双手	14
一反	15
一反其道	6
一反常态	29
一发	34
一发发	2
一发而不可收拾	4
一叔到	2
一变	48
一叠	81
一叠叠	7
一口	1511
一口价	3
一口口	17
一口咬定	38
一口气	1012
一口袋	7
一口钟	5
一古	10
一古脑	1
一古脑儿	25
一句	3680
一句句	9
一只	6371
一叫	20
一可早	9
一台	283
一叶	24
一叶扁舟	6
一叶障目	4
一号	71
一叹	4
一吃	13
一吃旦	1
一合	21
一吊	2
一同	284
一名	595
一吐为快	16
一向	529
一吨	20
一听	185
一吵	8
一吸	22
一吹	9
一吻	4
一呆	8
一告	1
一员	83
一周	287
一味	189
一命	6
一命呜呼	12
一咽	3
一品	28
一哄	3
一哄而上	9
一哄而散	34
一哄而起	4
一哈	6
一响	99
一哨	8
一哩	2
一哩长	1
一哭	29
一唤	5
一唱	4
一唱一和	7
一啭	5
一喊	16
一喜	2
一喝	1
一嗑	2
一嗽	1
一嘴	26
一器	4
一嚼	7
一回	757
一回生	3
一因	4
一团	542
一团乱麻	7
一团和气	8
一团漆黑	12
一团糟	55
一国	23
一圆五	4
一圈	557
一圈圈	25
一在	28
一地	137
